id	geometry
19	MULTIPOINT((10.32896902 63.36761913),(10.33031553 63.36485004),(10.33022869 63.36813543),(10.332449 63.36436592),(10.32784334 63.35925882),(10.33590605 63.36655734),(10.33425878 63.367953),(10.3295092 63.35932017),(10.33647724 63.36739821),(10.33353538 63.36513527))
20	MULTIPOINT((10.53298515 63.2969386),(10.52844245 63.29832566),(10.52995011 63.29727472),(10.52830764 63.29595697),(10.53339844 63.29881901),(10.53198194 63.29803815),(10.53026521 63.29576969),(10.52990614 63.29596156))
21	MULTIPOINT((10.50262645 63.34937834),(10.50365774 63.35254558),(10.50051956 63.35413365))
22	MULTIPOINT((10.56884521 63.40607825),(10.5560136 63.40658646))
23	MULTIPOINT((10.59764297 63.41377926),(10.59748101 63.4135095),(10.59606253 63.41244195),(10.60336137 63.41527899),(10.60354631 63.41202315),(10.59768324 63.41725354),(10.59946927 63.41336472),(10.60307365 63.41256667),(10.60228869 63.41492321),(10.60398719 63.41840316))
24	MULTIPOINT((10.66414714 63.28662878),(10.65903953 63.2863813),(10.66120265 63.28435389),(10.66000813 63.28672597))
25	MULTIPOINT((10.37961701 63.40670185),(10.37761088 63.40278904))
26	MULTIPOINT((10.57929834 63.37667608),(10.57643792 63.3826143),(10.58504664 63.37166686),(10.57945819 63.38093813),(10.57551437 63.37769955))
27	MULTIPOINT((10.66404766 63.3374227),(10.65840806 63.33446292),(10.66385495 63.34046048),(10.66185315 63.33860857),(10.6611417 63.33974405),(10.65860202 63.33688476),(10.66181445 63.34012334))
28	MULTIPOINT((10.56268022 63.3375791),(10.56836349 63.33227882))
29	MULTIPOINT((10.54438561 63.37098293),(10.54486315 63.37234493),(10.54829475 63.37071561),(10.54605945 63.36709835))
30	MULTIPOINT((10.3428331 63.36499027),(10.336665 63.36819048),(10.34542715 63.36433488),(10.34025395 63.36370289),(10.34275605 63.36424296))
31	MULTIPOINT((10.49578686 63.33679665),(10.49650244 63.33276916),(10.49569617 63.33742665),(10.49953918 63.33215617),(10.4956349 63.33497045),(10.50017309 63.33373019))
32	MULTIPOINT((10.46236329 63.29906365),(10.46455686 63.29660962),(10.46097 63.30116413),(10.45953721 63.29916557),(10.4575072 63.3019217),(10.46263261 63.29910509),(10.46427071 63.29950856))
33	MULTIPOINT((10.4383447 63.3942374),(10.43959553 63.39810788),(10.43958257 63.39479701),(10.43658754 63.39237598),(10.44065059 63.39205719),(10.43839227 63.39219552))
34	MULTIPOINT((10.39770865 63.29623448),(10.40337203 63.29978321),(10.40199188 63.2992017),(10.4002607 63.29672348),(10.39762851 63.29335017),(10.39739526 63.29501062),(10.39882949 63.29892875),(10.40221728 63.2964611),(10.40376929 63.29604601),(10.4015442 63.29864634))
35	MULTIPOINT((10.43367604 63.31526544),(10.43116011 63.32355313),(10.43480497 63.32173501))
36	MULTIPOINT((10.44836652 63.28930595),(10.44673786 63.28932789),(10.44935315 63.2878884))
37	MULTIPOINT((10.31259505 63.30880189),(10.31559759 63.30563916),(10.3077483 63.30751115),(10.31034847 63.31201133),(10.3106448 63.30636084),(10.31056331 63.30838784),(10.31072398 63.31006014),(10.31201468 63.3122584),(10.31411666 63.30987017),(10.30919864 63.30779167))
38	MULTIPOINT((10.44809009 63.38939445),(10.445827 63.39101867),(10.44680471 63.39040807),(10.44635336 63.39248017),(10.44646177 63.39169014),(10.44877401 63.38936017),(10.4478333 63.39130176))
39	MULTIPOINT((10.59524365 63.30018145),(10.60115852 63.30063824),(10.59704413 63.29907355),(10.6059761 63.29980983),(10.60054478 63.30381448),(10.59643812 63.29976764),(10.60548908 63.30465419))
40	MULTIPOINT((10.34198756 63.39293212),(10.33666286 63.39126952),(10.33903836 63.38985212),(10.33849436 63.39181288),(10.3379264 63.38970797),(10.33832626 63.39367191),(10.3366683 63.38925402))
41	MULTIPOINT((10.52243385 63.29068143),(10.5227057 63.29422391),(10.524224 63.29360789))
42	MULTIPOINT((10.37177777 63.29739241),(10.36934032 63.30098927))
43	MULTIPOINT((10.39131361 63.33800628),(10.39009463 63.33718678),(10.39094566 63.34363261))
44	MULTIPOINT((10.39525601 63.37818826),(10.3951813 63.38300522),(10.40138401 63.38620471),(10.40045533 63.3868489),(10.3980028 63.38517724),(10.39468552 63.38303659),(10.40064725 63.38350366))
45	MULTIPOINT((10.42175017 63.35362417),(10.41570193 63.35516144),(10.42185028 63.35042079),(10.42150521 63.35291224),(10.42331596 63.35412579),(10.41892391 63.35144098))
46	MULTIPOINT((10.63639067 63.37290313),(10.63611831 63.37755158),(10.63474306 63.37471023),(10.6317403 63.37247131),(10.63949359 63.37420746),(10.63613057 63.37821953),(10.63363701 63.37385497),(10.63803677 63.37221111),(10.63417227 63.37547357))
47	MULTIPOINT((10.6267312 63.30724696),(10.62264561 63.30887273))
48	MULTIPOINT((10.38989613 63.32247836),(10.39182869 63.32492869),(10.39209164 63.31963128),(10.38143065 63.32211787),(10.3872953 63.32475629))
49	MULTIPOINT((10.42504916 63.41126102),(10.42445109 63.41357866),(10.42722194 63.41119451),(10.42578699 63.41371864),(10.42326266 63.41469133),(10.42614836 63.4124949),(10.42505311 63.40930825),(10.42500868 63.41067676),(10.42566196 63.41045249))
50	MULTIPOINT((10.43489157 63.31101701),(10.42991556 63.31253067),(10.42604354 63.31116433),(10.42817887 63.30901058))
51	MULTIPOINT((10.38278692 63.38902066),(10.38457559 63.39313321),(10.38630743 63.39303595))
52	MULTIPOINT((10.54195705 63.39451813),(10.55055477 63.38754173),(10.54040988 63.40043363),(10.54026207 63.40172832),(10.54215937 63.40221826),(10.53986792 63.39671163),(10.54896182 63.38823456))
53	MULTIPOINT((10.49549701 63.29158932),(10.49123153 63.29228205),(10.49489618 63.29202488),(10.49081048 63.29542399),(10.49535979 63.29355443),(10.49250875 63.29234423))
54	MULTIPOINT((10.36841537 63.28843365),(10.37013943 63.2874875),(10.3682607 63.28728483),(10.37081351 63.28661793),(10.36853628 63.28964548),(10.3718257 63.28254925))
55	MULTIPOINT((10.47255786 63.28854017),(10.4756279 63.28582728),(10.47694545 63.28312785),(10.47359147 63.29237285),(10.47706826 63.2874019),(10.47321602 63.29192635),(10.47514159 63.28205141),(10.46724033 63.2860261),(10.46980428 63.28751831))
56	MULTIPOINT((10.36611057 63.32486991),(10.36108232 63.32489211),(10.3662294 63.32813358),(10.36288509 63.32367783),(10.36202062 63.3217071),(10.36562683 63.32100507),(10.36614459 63.32178856))
57	MULTIPOINT((10.47530611 63.40770233),(10.47626632 63.40743918),(10.47391742 63.41319353))
58	MULTIPOINT((10.41877148 63.35675274),(10.42162741 63.3590291))
59	MULTIPOINT((10.34493627 63.38617786),(10.35434954 63.37952014))
60	MULTIPOINT((10.36301508 63.35008834),(10.36329642 63.35112999))
61	MULTIPOINT((10.47542751 63.34428401),(10.47898177 63.34655639),(10.47785709 63.34784083),(10.4744734 63.34704502))
62	MULTIPOINT((10.59556706 63.36599603),(10.59697656 63.3627441),(10.59999743 63.37060916),(10.59580903 63.36492746),(10.59868504 63.36850456),(10.59811505 63.36889253),(10.59727424 63.36888364),(10.59651195 63.36526436),(10.5947387 63.37034365),(10.59552202 63.36427753))
63	MULTIPOINT((10.61680769 63.31410246),(10.61841759 63.31592618),(10.61850083 63.31797076),(10.61819405 63.31512502),(10.61560968 63.31497405),(10.61402144 63.31639778),(10.62021582 63.31441552))
64	MULTIPOINT((10.49526427 63.30064877),(10.49254777 63.30058292),(10.49151713 63.3001945),(10.49358247 63.30266392),(10.49161936 63.30029829))
65	MULTIPOINT((10.60489068 63.42021084),(10.61143475 63.41990122),(10.61210269 63.42658795))
66	MULTIPOINT((10.61482931 63.29984811),(10.62737571 63.298629),(10.62734798 63.29962261),(10.62149165 63.2979074),(10.62153496 63.30517449),(10.61628575 63.30479205),(10.62079808 63.30434563),(10.6233256 63.30550361),(10.61549141 63.30096075),(10.61983759 63.30091945))
67	MULTIPOINT((10.53235332 63.39708809),(10.5359966 63.40269226),(10.5300937 63.39979819),(10.53817472 63.40287507))
68	MULTIPOINT((10.65903768 63.34520621),(10.65559418 63.35573872),(10.65797592 63.34820473))
69	MULTIPOINT((10.2846182 63.38213683),(10.28495165 63.37862736),(10.28683184 63.37951562),(10.28381966 63.37877322),(10.28548925 63.38138123))
70	MULTIPOINT((10.51535729 63.28680592),(10.51550872 63.28653324),(10.51553386 63.28775463),(10.51394166 63.28430798),(10.51568356 63.28366135),(10.51257841 63.28452513),(10.5118725 63.28260665),(10.51412149 63.28434229),(10.51217704 63.28232925),(10.51129428 63.28625443))
71	MULTIPOINT((10.43496204 63.33873304),(10.43640422 63.34419118),(10.42540913 63.34273588),(10.42762951 63.3400752))
72	MULTIPOINT((10.65822612 63.29689942),(10.6553764 63.29013514),(10.65435753 63.29283032),(10.65516726 63.29611867))
73	MULTIPOINT((10.45630529 63.37637579),(10.4575169 63.37631081),(10.45584683 63.37515665),(10.45472891 63.37918673),(10.45458574 63.37812597),(10.4557116 63.37556196),(10.4574592 63.37494924),(10.45589894 63.37619737),(10.4550602 63.3783644),(10.45573584 63.37787346))
74	MULTIPOINT((10.57319506 63.40451625),(10.57332549 63.405282))
75	MULTIPOINT((10.31111061 63.37206496),(10.30985751 63.37289459))
76	MULTIPOINT((10.5152366 63.36858011),(10.50697564 63.37404886),(10.50935771 63.37280824),(10.51748394 63.37184344),(10.51017011 63.36963035),(10.50973985 63.36608505),(10.51540602 63.36947009),(10.51503288 63.37135748),(10.50732984 63.3742687),(10.50962744 63.37173798))
77	MULTIPOINT((10.53191858 63.40389779),(10.53437226 63.40987255),(10.53238208 63.41186699),(10.53579471 63.40817525))
78	MULTIPOINT((10.55920007 63.31266295),(10.56095834 63.31511623),(10.56122916 63.31144555),(10.56497677 63.314392),(10.55986653 63.31057279),(10.56482142 63.31516872),(10.56363221 63.30896119))
79	MULTIPOINT((10.38140169 63.41557485),(10.37602779 63.41405036),(10.37631021 63.41581335),(10.37445175 63.41238608))
80	MULTIPOINT((10.64224978 63.42056327),(10.63756784 63.41930635),(10.64333242 63.41536964),(10.64154045 63.41543941))
81	MULTIPOINT((10.32997052 63.42456388),(10.33541645 63.42221513),(10.33068078 63.42249715),(10.33347121 63.41881852),(10.33094999 63.4207128),(10.33469469 63.42279826),(10.33288153 63.42228549),(10.33390177 63.42377))
82	MULTIPOINT((10.4548775 63.29609211),(10.45318642 63.28815864),(10.45605318 63.28968758),(10.45703062 63.29180267))
83	MULTIPOINT((10.61769342 63.32818688),(10.61441651 63.3266086))
84	MULTIPOINT((10.35232411 63.30589424),(10.35261705 63.30808859),(10.34927435 63.30529469))
85	MULTIPOINT((10.58232532 63.30193411),(10.58582963 63.30331536),(10.5898291 63.2967982))
86	MULTIPOINT((10.60038269 63.33535259),(10.59608158 63.33705227),(10.60019091 63.33615094),(10.60043555 63.34167993),(10.59928464 63.33656812))
87	MULTIPOINT((10.47464976 63.37299547),(10.47629419 63.37208005),(10.4781457 63.37372168),(10.47760164 63.37269434),(10.47978776 63.37121525),(10.48125694 63.37573028),(10.47405086 63.36978345))
88	MULTIPOINT((10.5512996 63.36216479),(10.55239722 63.3609002),(10.54775845 63.36267565),(10.55344019 63.3608168),(10.5499899 63.36195343))
89	MULTIPOINT((10.57770472 63.32906064),(10.5749236 63.3309069),(10.57416364 63.33106141),(10.57453671 63.33426116),(10.5750517 63.33018309),(10.5752771 63.33373702))
90	MULTIPOINT((10.54339407 63.40546725),(10.54063374 63.40912088))
91	MULTIPOINT((10.4128236 63.38483565),(10.41727023 63.38362242),(10.4147626 63.37907913))
92	MULTIPOINT((10.33821867 63.31907026),(10.33861489 63.31172406),(10.34143428 63.31272967))
93	MULTIPOINT((10.52764804 63.39144065),(10.52674409 63.39260087),(10.52372151 63.38787909),(10.52694613 63.39262814),(10.52629322 63.39123768),(10.52814968 63.39246783),(10.5234464 63.39066346),(10.52608595 63.38715926),(10.52818499 63.39487303),(10.52277109 63.38533722))
94	MULTIPOINT((10.29944589 63.41323746),(10.29800833 63.4128198),(10.29152731 63.41271318),(10.29431952 63.41042026),(10.30105624 63.41339166))
95	MULTIPOINT((10.56813665 63.36907301),(10.56827419 63.3744246),(10.55764844 63.37715665),(10.57227831 63.36799871),(10.56418695 63.37705142),(10.5710262 63.36854449),(10.56703664 63.37505959),(10.55962317 63.37493912))
96	MULTIPOINT((10.2883633 63.39454106),(10.29068099 63.3956581),(10.28919025 63.39684566))
97	MULTIPOINT((10.52511851 63.32856251),(10.53515948 63.33077991))
98	MULTIPOINT((10.66191825 63.3214652),(10.66188841 63.32614175),(10.65956961 63.32416787),(10.66370309 63.3234494),(10.66415394 63.31996754),(10.65898329 63.32722804),(10.66001929 63.32448667),(10.66108958 63.32323742),(10.66136353 63.3264502))
99	MULTIPOINT((10.36747983 63.42276819),(10.37534529 63.42003004),(10.37227231 63.42194297),(10.36721489 63.42804015),(10.37029888 63.41821413),(10.36515554 63.4196479),(10.36991411 63.42834599),(10.36900652 63.42388185),(10.36780072 63.42348306),(10.37350018 63.42030558))
