id	geometry
14	LINESTRING(10.38437983 63.36393318,10.38434125 63.36401835,10.3842678 63.36423475,10.38192586 63.36539616,10.38407555 63.36706258,10.38407107 63.36719042,10.3806315 63.37033629,10.38057198 63.37049146,10.3805608 63.37050318,10.38054152 63.37050711,10.38054019 63.37050853,10.38053662 63.37050973,10.38053454 63.37051024,10.3805324 63.37051143,10.38053245 63.37051148,10.38053241 63.37051154,10.3805319 63.37051153,10.38053183 63.37051158,10.38053178 63.3705116,10.3805319 63.37051189,10.38053092 63.3705122,10.38053087 63.37051219,10.38053071 63.37051225,10.3805307 63.37051242,10.38053073 63.37051245,10.38053078 63.37051248,10.38052523 63.37051265,10.38052269 63.37051219,10.38052175 63.37051152,10.38051909 63.37051007,10.38051855 63.37050982,10.38051805 63.37050974,10.38047454 63.37051689,10.38285251 63.37062334,10.38348587 63.37057151)
15	LINESTRING(10.32141981 63.34403048,10.32149783 63.34402548,10.321764 63.34419122,10.32176525 63.34424123,10.32161837 63.34438344,10.32210073 63.34499747,10.32206436 63.34513302,10.32200184 63.34517761,10.32195908 63.34519658,10.32236105 63.34605331,10.3232933 63.34643448,10.3246172 63.35076466,10.32315772 63.35222401,10.32311235 63.35310718,10.3249361 63.35367468,10.32649893 63.35446101,10.32665366 63.35452239,10.32667712 63.35453395,10.32667249 63.35455005,10.3267061 63.35455728,10.3267277 63.35455813,10.32673161 63.35455956,10.32683466 63.35450608)
16	LINESTRING(10.62211908 63.29423405,10.62219135 63.29424732,10.62232497 63.29430468,10.62235985 63.29424741,10.62269603 63.29421525,10.62292014 63.29412043,10.62302988 63.29405408,10.62443281 63.29261807,10.62322629 63.2922958,10.62353044 63.29128061,10.62319025 63.29084109,10.6227668 63.29061529,10.62558024 63.2919713,10.6329057 63.28871253,10.64297043 63.28219037,10.63995207 63.28378542,10.63876025 63.28412394,10.6346526 63.28358361,10.63335843 63.28371282,10.63727331 63.28199831,10.63462214 63.28206312,10.6342162 63.28198039,10.63278554 63.28241154)
17	LINESTRING(10.55138329 63.33004885,10.55123217 63.32998517,10.55105184 63.33004739,10.55110758 63.33033506,10.54991329 63.33032693,10.54732464 63.33116796,10.5454929 63.33802239,10.54545863 63.33805683,10.54539906 63.33807054,10.54537428 63.33807114,10.54536546 63.33809607,10.54538101 63.3380912,10.54538331 63.33808962,10.54538646 63.33809053,10.54538663 63.3380906,10.54538865 63.33809369,10.54538891 63.33809425,10.54540046 63.33809293,10.54540813 63.33808949,10.54541109 63.33811204,10.5454285 63.33812623,10.54546865 63.33813368,10.54548148 63.3381381,10.54546458 63.33821399,10.54548376 63.33822774,10.54548609 63.33822871,10.5454881 63.33824153,10.54549552 63.33827987,10.5454817 63.33829866,10.54549948 63.3383077,10.54548855 63.33832751,10.54554526 63.33836882,10.54722711 63.33843016,10.54723137 63.33843137,10.54723238 63.33843151,10.54723384 63.33843143,10.54723333 63.33843259,10.54723097 63.33843342,10.54724021 63.3384386)
18	LINESTRING(10.29975368 63.39402173,10.29975171 63.3940196,10.29976542 63.39401472,10.299742 63.39409823,10.29992187 63.39420139,10.29993869 63.39421426,10.30008307 63.39432026,10.30517345 63.39724581,10.30636084 63.39761583,10.30741516 63.4027887,10.30748322 63.40289032,10.3074811 63.40290084,10.30747554 63.4029041,10.30745976 63.4029064,10.30745509 63.40290898,10.3074917 63.40295259,10.30750589 63.40296281)
19	LINESTRING(10.63343714 63.29630276,10.63342512 63.29630594,10.63342468 63.29630629,10.6334173 63.29631259,10.63285587 63.29635568,10.63292144 63.29656929,10.63292737 63.29676836,10.63279415 63.29674177,10.63275786 63.29672281,10.63262336 63.29686525,10.63257734 63.29688361,10.63255853 63.29689657,10.63250259 63.29687643,10.63234323 63.2969862,10.63228631 63.29699583,10.63228724 63.29699715,10.63227086 63.29700469,10.63215223 63.29702282,10.63213289 63.29702198,10.63350176 63.29777431,10.62125554 63.30219048,10.62121489 63.30206058,10.6212875 63.30196353,10.62150353 63.30191596,10.62179542 63.29933741,10.62188137 63.29817225,10.62356845 63.29729318)
20	LINESTRING(10.65094994 63.2832006,10.65118326 63.2832528,10.65318517 63.28269882,10.65636651 63.2819517,10.65644909 63.28200538,10.65621654 63.28206445,10.65628509 63.28209236,10.65632913 63.2821017,10.65615494 63.28220787,10.6506016 63.28904575,10.65058925 63.28906673,10.65057068 63.28907214,10.65055568 63.28907611,10.65055615 63.28907666,10.65055404 63.28907723,10.65055338 63.28907728,10.65055458 63.28907923,10.6505546 63.28907964,10.65055293 63.28908086,10.65055266 63.289081,10.65055404 63.28908589,10.65055276 63.28908356,10.65053756 63.28908305,10.65048079 63.28911075,10.65047842 63.28911853,10.65047854 63.28918339,10.65047048 63.28919139,10.65035463 63.28923086,10.65036446 63.28922412,10.65037155 63.289202,10.65030268 63.28918864,10.6504528 63.28932619)
21	LINESTRING(10.52892964 63.33892269,10.52445462 63.34744092)
22	LINESTRING(10.38594217 63.28819856,10.38599937 63.2881738,10.38601599 63.28816968,10.3860321 63.28814432,10.38603518 63.28813988,10.38603538 63.28813907,10.38603632 63.28813869,10.38601926 63.28812608,10.38595444 63.28806143,10.38595362 63.28806159,10.38595302 63.2880616,10.3859521 63.28806188,10.38595033 63.28806173,10.38595051 63.28806059,10.38594829 63.28805846,10.38594815 63.28805817,10.38535394 63.2875792,10.38481202 63.28614503,10.38573021 63.28573153,10.38561757 63.28499388,10.38454095 63.28469356,10.38332046 63.28457954,10.38308449 63.28459675,10.38299622 63.28457722,10.38310817 63.28215591,10.38309775 63.28214767,10.38309876 63.28214185,10.38309439 63.28213103,10.38309866 63.28213147,10.38311419 63.28212064,10.38316967 63.28211417,10.38315033 63.28196355,10.38312907 63.28193514,10.38313682 63.28192408,10.38334592 63.28190354,10.38481597 63.2818907)
23	LINESTRING(10.50058445 63.34714098,10.49791072 63.34851867,10.49611914 63.35114209,10.49445418 63.35179479,10.49511069 63.35215623,10.49366064 63.35292901,10.4930686 63.35303437,10.49322405 63.35390218,10.49339012 63.35419217,10.49317943 63.35433296,10.49316482 63.35440662,10.49316523 63.35441153,10.49355805 63.35445056,10.49372545 63.35446132,10.49381455 63.3544817,10.49391974 63.35462529,10.49392402 63.35460326,10.49395127 63.35459249,10.49395943 63.35459085,10.49397826 63.35458026,10.49398604 63.35457558,10.4940011 63.35457224,10.49417569 63.35451782,10.49445225 63.35466102,10.49445224 63.35466421,10.49444447 63.35466682,10.49444385 63.35466975,10.49445757 63.35467766,10.49461125 63.35467524,10.49478539 63.35466324,10.49485973 63.35465818,10.49495482 63.35463177,10.49499562 63.35463207,10.49502104 63.354621,10.49507404 63.35463174,10.49508004 63.35463181,10.49508347 63.35463246,10.49509732 63.354655,10.4951556 63.35467452,10.49518371 63.35472865)
24	LINESTRING(10.56956702 63.3655835,10.569612 63.36562604,10.56963639 63.36563428,10.57090866 63.36319403,10.57111124 63.36218899,10.57095135 63.36209964,10.57090509 63.36205107,10.57076563 63.361948,10.57075028 63.36188828,10.57063241 63.361626,10.56993215 63.35991574,10.57456588 63.36703325,10.57501625 63.36748781,10.57507434 63.36787608,10.57509193 63.3679085,10.5751138 63.36790783,10.57512518 63.3679234,10.57684459 63.36811496,10.57672961 63.36821114)
25	LINESTRING(10.37547035 63.37336067,10.37455562 63.37344146,10.37449095 63.37345161,10.3744418 63.37342284,10.37431151 63.37345822,10.37399435 63.37369828,10.37357134 63.37316882,10.37302755 63.37285714,10.37121881 63.37342854,10.37027284 63.37434627,10.36992962 63.37461019,10.36905098 63.37471081,10.36909582 63.37468619,10.36905788 63.37464171,10.36896132 63.37459909,10.3689586 63.37459783,10.36896856 63.37458384,10.36894157 63.37457667,10.36895659 63.37453835,10.37497447 63.3714121,10.37522467 63.37099553,10.37520189 63.37095494,10.37523382 63.37090571,10.3756922 63.37087859,10.37780999 63.36962111,10.37769175 63.369561,10.37768255 63.36952629,10.37817489 63.36935008,10.37837767 63.3692996,10.37841282 63.36929614,10.37845222 63.36930783,10.37851719 63.36929365,10.378554 63.36913688)
26	LINESTRING(10.39650158 63.32870493,10.39622812 63.3285456,10.3961641 63.32829041,10.39615401 63.32827746,10.39616572 63.32829096,10.39624637 63.32828713,10.39624881 63.32831333,10.39625902 63.3283221,10.39627482 63.32834098,10.39625779 63.32836384,10.39626362 63.3283714,10.39631545 63.32839085,10.39636576 63.32838834,10.39639099 63.32843138,10.39691882 63.32947495,10.39897311 63.3305265,10.39870708 63.33065513,10.399082 63.33100841,10.40019786 63.33095314,10.40030621 63.33096664,10.400357 63.33096827,10.40152976 63.33163668,10.40165705 63.33175431,10.40148282 63.33196427,10.4016773 63.33223913,10.40176756 63.33221845,10.40186282 63.3322578,10.4019002 63.33242091,10.40190849 63.3324942,10.40191494 63.33249309,10.40192444 63.33249298,10.40193391 63.33250426,10.40193511 63.33250588,10.40193336 63.33250791,10.40212123 63.33261644,10.40214061 63.33262436)
27	LINESTRING(10.44421711 63.40182364,10.44424328 63.40218926,10.45078867 63.41114544)
28	LINESTRING(10.39205244 63.38912424,10.39231902 63.38944135,10.39156328 63.38951184,10.39140562 63.3896946,10.39135867 63.38993203,10.39172884 63.39159543,10.39265125 63.39229425,10.39211169 63.39308637,10.39198351 63.39311651,10.39178139 63.39329674,10.39155324 63.39341506,10.39008247 63.39354393,10.38761073 63.39421084,10.38395638 63.3956163,10.38376468 63.39565086,10.38366106 63.39573902)
29	LINESTRING(10.38047953 63.37079732,10.38054416 63.3710484,10.37881709 63.37626998,10.37718041 63.37683515,10.37630208 63.37776505,10.37706056 63.37793512,10.37712769 63.37798495)
30	LINESTRING(10.43922545 63.33675035,10.43917719 63.33699458,10.43918057 63.33701068,10.43933051 63.33710959,10.44339184 63.34062408,10.44474801 63.34178842,10.44396342 63.34265269,10.44376047 63.34310895,10.44552126 63.34428052,10.44640758 63.34467672,10.44643111 63.34470222,10.44649341 63.34471266,10.4465034 63.34472846,10.44654324 63.34474037,10.44659057 63.34492606,10.44429014 63.34410866)
31	LINESTRING(10.67102247 63.42000989,10.67275004 63.42013207,10.67302295 63.42035802,10.67267493 63.42021537,10.67251226 63.42042236,10.66902119 63.42537945,10.65980941 63.427983,10.65946823 63.42813137)
32	LINESTRING(10.63109654 63.33267376,10.63808034 63.33610262,10.64261035 63.33930561,10.64287485 63.34225394)
33	LINESTRING(10.61605208 63.37857773,10.61696547 63.37860416,10.61930346 63.37861661,10.62134161 63.37843953,10.62228309 63.37851409,10.62221157 63.37852074,10.62220241 63.37852079,10.62214693 63.37854192,10.62205943 63.37860273,10.62197877 63.37873977,10.62196799 63.37874609,10.62197262 63.37876066,10.61604937 63.38945101,10.61554957 63.38989073,10.61541298 63.38991989,10.61536112 63.38995801,10.61534928 63.39004443,10.61540748 63.3900587,10.61542813 63.39010337,10.61549461 63.39011453,10.61550065 63.39011821,10.61542218 63.39021979,10.61540493 63.39023162,10.61540568 63.39023826,10.6153976 63.3902454,10.61539192 63.39024978,10.61538447 63.39024595,10.61536711 63.39025286,10.61535995 63.39025627,10.61535944 63.39025623,10.6153585 63.39025727,10.61534935 63.39025909,10.61534867 63.39025947,10.61660869 63.39021282)
34	LINESTRING(10.37197737 63.36420049,10.37203017 63.36421487,10.37204206 63.3642146,10.37208636 63.36420149,10.37208871 63.3642004,10.37209197 63.36420036,10.37214352 63.36419976,10.37474428 63.36880808,10.37542814 63.36912471,10.37584685 63.36924686,10.37585984 63.36967155,10.37595001 63.3696859,10.37598395 63.3696997,10.37598145 63.36972623,10.37601381 63.36976207)
35	LINESTRING(10.53540331 63.28184034,10.53545343 63.28191951,10.53532218 63.28200608,10.53524926 63.28203307,10.53533505 63.28228048,10.53068366 63.29042524,10.53053468 63.29056686,10.53058827 63.29078304,10.53058814 63.29083319,10.5305003 63.29069206)
36	LINESTRING(10.57004705 63.42099225,10.57334684 63.42105832,10.57397998 63.420972,10.5749004 63.42113374,10.57560121 63.42127506,10.57601703 63.42122563,10.56919147 63.4260737,10.56924879 63.42802525,10.57322806 63.42734396,10.57346772 63.42737087,10.57397525 63.4276509,10.57816555 63.42702179,10.57773249 63.42642517,10.57737818 63.42634667,10.57718102 63.42626738,10.58218447 63.42493867,10.5827621 63.42473891)
37	LINESTRING(10.38076302 63.30700857,10.38261361 63.30691357,10.3827785 63.30690244,10.38315944 63.30699412,10.38327766 63.30700738,10.3834341 63.30703496,10.38335232 63.30710979,10.38370062 63.3071912,10.38372475 63.3080131,10.38339145 63.30828877,10.38754343 63.30888275,10.38652815 63.31060784,10.38671523 63.31088027,10.386424 63.31112093,10.38356711 63.31164842,10.38307203 63.31163898,10.38181765 63.31216177,10.38175551 63.31240942,10.38138233 63.31265765,10.3811786 63.31256998,10.38042772 63.31283551,10.38057006 63.31306636)
38	LINESTRING(10.61595186 63.32227182,10.61602696 63.32220283,10.61631903 63.32223642,10.61966408 63.32112894,10.61901488 63.32048546,10.62199124 63.3199423,10.62221256 63.31995092,10.62184478 63.32012637,10.62213199 63.32051616,10.62185735 63.32450991,10.61606947 63.32925542,10.6163808 63.32961675,10.61626427 63.33071374,10.61538828 63.33147277,10.61538526 63.3315297,10.61539245 63.3315376,10.61539293 63.33153841,10.61539818 63.33154168,10.61539674 63.33154453,10.61539675 63.33154592,10.61539395 63.33154739,10.6153936 63.33154753,10.61539684 63.33155522,10.61539132 63.33155611,10.61539476 63.33155848,10.61539377 63.33156072,10.61539367 63.33156464,10.61538971 63.33157425,10.61543508 63.33157858,10.61543413 63.33160994,10.6152817 63.33167357,10.61525756 63.33179181,10.61524899 63.33180333,10.61525604 63.33181158,10.61512635 63.33188307,10.61527748 63.33202462)
39	LINESTRING(10.51008244 63.34248827,10.50775527 63.33905437,10.50711704 63.33928237,10.50711308 63.33929985,10.50716564 63.33932461,10.50721548 63.3393077,10.50728075 63.33931858,10.50729394 63.33931708,10.50915457 63.3426542,10.51044347 63.34347558,10.51046177 63.34353326,10.51086806 63.34375212,10.51106313 63.34378058,10.51108563 63.34378815,10.51130447 63.34626437,10.51117711 63.34625827,10.51125037 63.34631976,10.51122433 63.34635411,10.51122045 63.34635508,10.51121944 63.34635506,10.51121226 63.34635942,10.51120767 63.34636142,10.51117631 63.34635642,10.5111734 63.34635575,10.51117142 63.34635602,10.51117563 63.34637041,10.51110816 63.34639357,10.51141569 63.34655936,10.51146683 63.34656767,10.5114393 63.34657741,10.51142253 63.34657818,10.51124055 63.346633,10.51129708 63.34663122)
40	LINESTRING(10.4608898 63.28846904,10.46423542 63.29001,10.46824561 63.29408612,10.46773353 63.29412435,10.4678507 63.29430289,10.46749794 63.29445559,10.46779892 63.2945763,10.46790758 63.29457783,10.46791855 63.29458047,10.4682212 63.29521325,10.46825551 63.29522962,10.46827561 63.29523691,10.46829823 63.29523786,10.4682643 63.29530094,10.46841983 63.29542482,10.46845411 63.29556377)
41	LINESTRING(10.35199798 63.28219921,10.35197467 63.28222783,10.35193628 63.2822453,10.35196862 63.28226296,10.35195616 63.28229036,10.35195646 63.28230703,10.35196199 63.28231218,10.3519277 63.28232516,10.35182391 63.28235673,10.34841401 63.28621721,10.34716428 63.29187396,10.34718011 63.2918989,10.34708616 63.29196637,10.34702937 63.2919935)
42	LINESTRING(10.47694589 63.3118237,10.47696315 63.31192366,10.47691929 63.31195719,10.47684322 63.31192846,10.47676898 63.31193171,10.4767032 63.31201184,10.47675998 63.31203995,10.47676215 63.3120604,10.47675715 63.31207736,10.47675309 63.31208476,10.47674142 63.31209284,10.47670713 63.31211328,10.47671087 63.31211753,10.47670748 63.31212423,10.47672139 63.31215611,10.47674857 63.31214875,10.47683379 63.3121593,10.47688921 63.31214963,10.47689315 63.31215619,10.47687653 63.31216419,10.47693571 63.31219206,10.47695152 63.31219198,10.47695431 63.31220477,10.47695213 63.31220845,10.47694072 63.31225936,10.47692175 63.31228219,10.47506022 63.3211781,10.47235671 63.32270405,10.47054529 63.3232325,10.4704338 63.32349087,10.47042032 63.32351676,10.47039947 63.32351318,10.47037345 63.32353223,10.47034444 63.32357453)
43	LINESTRING(10.27942655 63.28223813,10.27724221 63.28333392,10.27713604 63.2834966,10.27946003 63.28701637,10.27934052 63.28706653,10.27930742 63.28705728,10.27927661 63.28706331,10.27925666 63.28706594,10.27927508 63.28725796,10.27916204 63.28735212,10.27805788 63.28877994,10.27799802 63.28887254,10.27801602 63.28893202,10.27804279 63.28894453,10.27802982 63.28897323,10.27274126 63.28962067,10.27278429 63.28964481,10.27275498 63.28968793,10.27276801 63.28969777,10.27265318 63.28969006,10.27262626 63.2897062,10.27263501 63.28970964,10.2726309 63.28972141,10.27256918 63.2897467,10.27255971 63.2897554,10.27255075 63.28975676,10.27253796 63.28976266,10.27247035 63.28970383)
44	LINESTRING(10.29829502 63.30061745,10.28652007 63.29883133,10.29985812 63.30186251,10.30047262 63.30215232)
45	LINESTRING(10.58467278 63.4029295,10.59072266 63.40966013,10.59089915 63.40995841)
46	LINESTRING(10.46523044 63.38036729,10.46536558 63.38026334,10.46540243 63.38056811,10.46621669 63.38445102,10.47124642 63.38805637,10.47127421 63.38807154,10.47121684 63.38815916,10.47126679 63.38817972,10.47127395 63.38821911)
47	LINESTRING(10.38498496 63.42264915,10.38497374 63.42265742,10.3849731 63.42266324,10.38497223 63.42266419,10.38497238 63.42266453,10.38497192 63.42266476,10.38501523 63.42267848,10.38660747 63.42371364,10.38762537 63.42282956,10.39203185 63.42341533)
48	LINESTRING(10.6437282 63.31308725,10.64372551 63.3130911,10.64371552 63.31309645,10.64366657 63.31310415,10.64365274 63.31310471,10.64363748 63.31310305,10.64362928 63.31312131,10.64377688 63.31332936,10.64387868 63.31343341,10.64386717 63.31348878,10.64387045 63.31350255,10.64794088 63.31702977,10.64735204 63.31842913,10.65000845 63.3210369,10.65014986 63.32114579,10.65014587 63.32120148,10.65019875 63.32128271,10.64544553 63.32072674,10.64541967 63.32073718,10.64535285 63.32072598,10.64514903 63.32065568,10.6448767 63.32054646,10.64458639 63.32052691,10.64440113 63.32049374,10.64428007 63.32040739,10.64429683 63.32038272,10.64431167 63.32037632,10.64421738 63.32033036)
49	LINESTRING(10.35100251 63.40021972,10.35106257 63.40042894,10.3511835 63.40143708,10.35140194 63.40133665,10.36077819 63.39391717,10.36108901 63.39354961)
50	LINESTRING(10.58648584 63.38400316,10.58646529 63.38404575,10.58673536 63.38416249,10.59199987 63.3899773,10.59320165 63.39436092)
51	LINESTRING(10.39035462 63.28843358,10.39076773 63.28840734,10.39075673 63.28860708,10.39080046 63.28862141,10.3908056 63.28862414,10.39078515 63.28866786,10.39077225 63.28867967,10.39138718 63.29268431,10.39077225 63.29396438,10.39071226 63.29409539)
52	LINESTRING(10.34570051 63.33273002,10.34578965 63.33277824,10.34560115 63.33288895,10.34542693 63.33298975,10.33990843 63.334198,10.33738631 63.33783445,10.33734221 63.33790609,10.33733306 63.33791283,10.3373325 63.33792184,10.33729998 63.33793813,10.33721204 63.33796144,10.3371678 63.33803302,10.33716719 63.33803803,10.33716 63.33804409,10.33719128 63.33804978,10.33716156 63.33804575,10.33713164 63.33806935)
53	LINESTRING(10.33945457 63.41947761,10.33944642 63.41959286,10.33351912 63.42793932)
54	LINESTRING(10.38442253 63.35867407,10.38399714 63.35883156,10.37548916 63.36362926)
55	LINESTRING(10.64386762 63.28220787,10.64977561 63.28764835,10.64995474 63.28904575,10.64990613 63.28924602)
56	LINESTRING(10.46163971 63.34559054,10.46164538 63.3455375,10.46155095 63.34547788,10.46143885 63.34561236,10.46143383 63.3456213,10.46141752 63.34562452,10.45580791 63.35425315)
57	LINESTRING(10.28032724 63.35609779,10.28029516 63.35611557,10.28088255 63.35626307,10.28095659 63.35628025,10.28096239 63.35632813,10.28110906 63.35636315,10.28117345 63.3564183,10.28110058 63.35645658,10.28119902 63.3565196,10.28119179 63.35652185,10.28119022 63.35652392,10.28119072 63.35652471,10.28119074 63.35652491,10.28119769 63.35653365,10.28125003 63.35655385,10.28125024 63.35655734,10.28124192 63.3565889,10.28117503 63.35661932,10.28106034 63.35664177,10.28091344 63.35672587,10.27565589 63.36032762,10.27373033 63.36853873,10.27374757 63.36863835,10.2736714 63.36870869,10.27339287 63.36879416,10.27338778 63.36879973,10.27342965 63.36882815,10.27345653 63.36883997,10.27346407 63.36883794,10.27348275 63.36884481,10.27341699 63.36893432,10.27333574 63.36898561,10.27336015 63.36915998,10.27337114 63.3691708,10.27336774 63.36917015,10.27336432 63.36917321,10.27336319 63.36917462)
58	LINESTRING(10.61205316 63.29493601,10.6119913 63.29479742,10.61198087 63.2947472,10.61196206 63.29471443,10.61195784 63.29471233,10.61187849 63.29468755,10.611869 63.29468112,10.60422135 63.28937155,10.60420921 63.289232,10.60415047 63.28920179,10.60412071 63.28919948,10.60407422 63.28916593,10.60418696 63.28910114)
59	LINESTRING(10.61248341 63.28192868,10.61248007 63.28199181,10.61262574 63.28198947,10.61252766 63.2820225,10.61249882 63.28206349,10.61267144 63.28210321,10.61269328 63.2821088,10.6127019 63.28211366,10.61271007 63.28213525,10.61271027 63.28213636,10.61270954 63.28213695,10.61477553 63.2862898,10.61709994 63.28755159,10.61789888 63.28705216,10.61982986 63.28771442,10.61990568 63.28770237,10.61992953 63.28765043,10.62019154 63.28769838,10.62023713 63.28765139,10.62035943 63.28761461,10.62008986 63.28383767,10.61971002 63.28354864,10.61890854 63.2831951)
